,id,year,name,rating,votes,description,genres,stars,writes,cast,directors,release_day,country,language,filming_locations,budget,total_gross,duration
151,1151,1910,The Call (1910) ,4.6,11,"A story of life under the ""white top."" Edith Lawson is engaged as the star dancer of a traveling tent show. Her circus name is Fatima. Billy Harvey, one of the performers, and a part owner ...
                    See full summary »",Short | Drama,"[('Florence Barker', 54884), ('Henry B. Walthall', 54884), ('James Kirkwood | See full cast & crew\xa0»', 54884)]","[('D.W. Griffith', 428)]","[{'star': 'Florence Barker', 'star_id': 54884, 'character': 'Edith Lawson', 'character_id': 1144}, {'star': 'Henry B. Walthall', 'star_id': 910400, 'character': 'Billy Harvey', 'character_id': 1144}, {'star': 'James Kirkwood', 'star_id': 456804, 'character': 'Amos Holden', 'character_id': 1144}, {'star': 'Kate Bruce', 'star_id': 115524, 'character': 'At Show', 'character_id': 1144}, {'star': 'Charles Craig', 'star_id': 185803, 'character': 'At Show', 'character_id': 1144}, {'star': 'Gladys Egan', 'star_id': 250676, 'character': 'At Show', 'character_id': 1144}, {'star': 'Frank Evans', 'star_id': 262757, 'character': 'At Show', 'character_id': 1144}, {'star': 'Francis J. Grandon', 'star_id': 334918, 'character': 'Backstage', 'character_id': 1144}, {'star': 'Robert Harron', 'star_id': 366008, 'character': 'Boy Passing Handbills', 'character_id': 1144}, {'star': 'Ruth Hart', 'star_id': 366511, 'character': 'At Show', 'character_id': 1144}, {'star': 'Marion Leonard', 'star_id': 502701, 'character': None, 'character_id': None}, {'star': 'Fred Mace', 'star_id': 532072, 'character': None, 'character_id': None}, {'star': 'Jeanie Macpherson', 'star_id': 534221, 'character': None, 'character_id': None}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': 'At Show', 'character_id': 1144}, {'star': ""Anthony O'Sullivan"", 'star_id': 642722, 'character': 'At Show', 'character_id': 1144}]","[('D.W. Griffith', 428)]",20-Jan-10,USA,None | English,Fort Lee | New Jersey | USA,,,11
152,1152,1910,Un corpus de sangre (1910) ,0,0,No description.,Short,,"[('Fructuós Gelabert', 5717)]",,"[('Fructuós Gelabert', 5717)]",,Spain,None,,,,13
153,1153,1910,The Connecticut Yankee (1910) ,5.6,7,No description.,,"[('William V. Mong', 597995)]",,"[{'star': 'William V. Mong', 'star_id': 597995, 'character': None, 'character_id': None}]",,,USA,None,,,,
154,1154,1910,The Coster's Wedding (1910) ,0,0,Quarrelsome costers marry and hold a party in a field.,Short | Comedy,,,,"[('Theo Frenkel (as Theo Bouwmeester)', 294276)]",10-Sep,UK,None,,,,
155,1155,1910,Circle C Ranch's Wedding Present (1910) ,0,0,No description.,Short | Western,"[(""Gilbert M. 'Broncho Billy' Anderson"", 1908), ('Clara Williams', 1908), (""John B. O'Brien | See full cast & crew\xa0»"", 1908)]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]","[{'star': ""Gilbert M. 'Broncho Billy' Anderson"", 'star_id': 1908, 'character': None, 'character_id': None}, {'star': 'Clara Williams', 'star_id': 930290, 'character': None, 'character_id': None}, {'star': ""John B. O'Brien"", 'star_id': 639631, 'character': None, 'character_id': None}, {'star': 'Victor Potel', 'star_id': 693055, 'character': None, 'character_id': None}, {'star': 'Harry Todd', 'star_id': 865178, 'character': None, 'character_id': None}, {'star': 'Augustus Carney', 'star_id': 138771, 'character': None, 'character_id': None}, {'star': 'Fred Church', 'star_id': 161366, 'character': None, 'character_id': None}, {'star': 'Robert Gray', 'star_id': 336910, 'character': None, 'character_id': None}, {'star': 'Joseph Smith', 'star_id': 808828, 'character': None, 'character_id': None}]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]",3-Dec-10,USA,None | English,Colorado | USA,,,
156,1156,1910,The Common Enemy (1910) ,0,0,"Let us imagine ourselves back to the period of turmoil and strife and fight of brother against brother, in 1860-1864. In the States, at that time, guerrillas, better known as ""unlawful ...
                    See full summary »",Drama | Short,"[('Hobart Bosworth', 98376), ('Betty Harte', 98376), ('Robert Z. Leonard | See full cast & crew\xa0»', 98376)]","[('Otis Turner (scenario)', 877783)]","[{'star': 'Hobart Bosworth', 'star_id': 98376, 'character': None, 'character_id': None}, {'star': 'Betty Harte', 'star_id': 366609, 'character': None, 'character_id': None}, {'star': 'Robert Z. Leonard', 'star_id': 502752, 'character': None, 'character_id': None}, {'star': 'Bebe Daniels', 'star_id': 199841, 'character': None, 'character_id': None}, {'star': 'Phyllis Daniels', 'star_id': 200060, 'character': None, 'character_id': None}]","[('Otis Turner', 877783)]",4-Apr-10,USA,None | English,,,,
157,1157,1910,Corrida da Rampa (1910) ,0,0,No description.,Documentary,,,,,11-Jul-10,Portugal,None,,,,
158,1158,1910,Conscience (1910) ,0,0,"The love of a wife for another, the jealousy of the husband when he discovers his wife's duplicity and the killing of the lover by the infuriated husband, brings about the development of ""...
                    See full summary »",Short | Drama,"[('Maurice Costello', 7221), ('Mary Maurice', 7221), ('Van Dyke Brooke', 7221)]",,"[{'star': 'Maurice Costello', 'star_id': 7221, 'character': None, 'character_id': None}, {'star': 'Mary Maurice', 'star_id': 561126, 'character': None, 'character_id': None}, {'star': 'Van Dyke Brooke', 'star_id': 111753, 'character': None, 'character_id': None}]","[('Van Dyke Brooke', 111753)]",11-Mar-10,USA,None,,,,
159,1159,1910,A Child's Faith (1910) ,4.7,14,"At the opening of the story we find Alice Paulton incurring the extreme displeasure of her father by rejecting the suit of the favored young man of her father for one of her own choice. ...
                    See full summary »",Short | Drama,"[('George Nichols', 629589), ('Florence Barker', 629589), ('Alfred Paget | See full cast & crew\xa0»', 629589)]","[('James Carroll', 140842)]","[{'star': 'George Nichols', 'star_id': 629589, 'character': 'Mr. Paulton', 'character_id': 1151}, {'star': 'Florence Barker', 'star_id': 54884, 'character': 'Alice Paulton', 'character_id': 1151}, {'star': 'Alfred Paget', 'star_id': 656425, 'character': ""Father's Choice"", 'character_id': 1151}, {'star': 'Mack Sennett', 'star_id': 784407, 'character': ""Alice's Husband"", 'character_id': 1151}, {'star': 'Gladys Egan', 'star_id': 250676, 'character': 'The Paulton Child', 'character_id': 1151}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': 'The Old Man', 'character_id': 1151}, {'star': 'Gertrude Robinson', 'star_id': 732651, 'character': ""The Old Man's Daughter"", 'character_id': 1151}, {'star': 'William J. Butler', 'star_id': 125164, 'character': 'The Realtor', 'character_id': 1151}, {'star': 'Clara T. Bracy', 'star_id': 102858, 'character': 'Well-Wisher', 'character_id': 1151}, {'star': 'Charles Craig', 'star_id': 185803, 'character': 'Well-Wisher', 'character_id': 1151}, {'star': 'Edward Dillon', 'star_id': 226992, 'character': 'Workman', 'character_id': 1151}, {'star': 'Frank Evans', 'star_id': 262757, 'character': 'Workman', 'character_id': 1151}, {'star': 'Gene Gauntier', 'star_id': 310155, 'character': '(unconfirmed)', 'character_id': 1151}, {'star': 'Guy Hedlund', 'star_id': 373341, 'character': 'Well-Wisher', 'character_id': 1151}, {'star': 'Henry Lehrman', 'star_id': 499883, 'character': 'Well-Wisher', 'character_id': 1151}]","[('D.W. Griffith', 428)]",14-Jul-10,USA,None | English,,,,11
160,1160,1910,A Child's Stratagem (1910) ,4.5,11,"Mrs. Walton is one of those jealous-natured women who misconstrues every act of civility on the part of her husband towards any one of the female sex. In truth, she has no grounds for such ...
                    See full summary »",Short | Drama,"[('Edwin August', 41858), ('Stephanie Longfellow', 41858), ('Gladys Egan | See full cast & crew\xa0»', 41858)]","[('Belle Taylor', 852022)]","[{'star': 'Edwin August', 'star_id': 41858, 'character': 'John Walton', 'character_id': 1153}, {'star': 'Stephanie Longfellow', 'star_id': 519310, 'character': 'Mrs. John Walton', 'character_id': 1153}, {'star': 'Gladys Egan', 'star_id': 250676, 'character': 'The Walton Child', 'character_id': 1153}, {'star': 'Claire McDowell', 'star_id': 568282, 'character': 'The Designing Woman', 'character_id': 1153}, {'star': 'Linda Arvidson', 'star_id': 38106, 'character': 'A Friend of the Family', 'character_id': 1153}, {'star': 'Lily Cahill', 'star_id': 128633, 'character': 'A Friend of the Family', 'character_id': 1153}, {'star': 'Charles Hill Mailes', 'star_id': 537556, 'character': 'The Lawyer', 'character_id': 1153}, {'star': 'Jeanie Macpherson', 'star_id': 534221, 'character': 'The Secretary', 'character_id': 1153}, {'star': 'Guy Hedlund', 'star_id': 373341, 'character': ""One of the Lawyer's Aides"", 'character_id': 1153}, {'star': 'Henry Lehrman', 'star_id': 499883, 'character': ""One of the Lawyer's Aides"", 'character_id': 1153}, {'star': 'Clara T. Bracy', 'star_id': 102858, 'character': 'On Street', 'character_id': 1153}, {'star': 'William J. Butler', 'star_id': 125164, 'character': 'Policeman', 'character_id': 1153}, {'star': 'Donald Crisp', 'star_id': 187981, 'character': 'Policeman', 'character_id': 1153}, {'star': 'Frank Evans', 'star_id': 262757, 'character': 'Tramp', 'character_id': 1153}, {'star': 'Dell Henderson', 'star_id': 376396, 'character': 'Policeman', 'character_id': 1153}]","[('D.W. Griffith', 428)]",5-Dec-10,USA,None | English,Westfield | New Jersey | USA,,,17
161,1161,1910,The Cowboy and the Squaw (1910) ,0,0,"Tom Ripley, a cowpuncher from the Circle A ranch, wins the hatred of Jim Simpson, another cowpuncher, when he defends Lightfeather, a pretty squaw, from the insults of Simpson. The affair ...
                    See full summary »",Western | Short,"[(""Gilbert M. 'Broncho Billy' Anderson"", 1908), ('Clara Williams', 1908), ('Fred Church | See full cast & crew\xa0»', 1908)]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]","[{'star': ""Gilbert M. 'Broncho Billy' Anderson"", 'star_id': 1908, 'character': 'Tom Ripley, a Cowboy', 'character_id': 1167}, {'star': 'Clara Williams', 'star_id': 930290, 'character': 'Lightfeather', 'character_id': 1167}, {'star': 'Fred Church', 'star_id': 161366, 'character': 'The Bartender', 'character_id': 1167}, {'star': 'Chick Morrison', 'star_id': 607104, 'character': None, 'character_id': None}, {'star': ""John B. O'Brien"", 'star_id': 639631, 'character': None, 'character_id': None}, {'star': 'Fred Ilenstine', 'star_id': 1398184, 'character': None, 'character_id': None}, {'star': 'William A. Russell', 'star_id': 1400009, 'character': None, 'character_id': None}]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]",19-Feb-10,USA,None | English,El Paso | Texas | USA,,,
162,1162,1910,The Course of True Love (1910) ,4.4,7,A kindness extended to a poor flower girl by a young artist is misinterpreted by his fiancé with nearly disastrous results.,Short | Drama,"[('Florence Barker', 54884), ('Owen Moore', 54884), ('Elinor Kershaw | See full cast & crew\xa0»', 54884)]",,"[{'star': 'Florence Barker', 'star_id': 54884, 'character': 'Florabel Thurston', 'character_id': 1165}, {'star': 'Owen Moore', 'star_id': 601698, 'character': 'Ben Lawrence', 'character_id': 1165}, {'star': 'Elinor Kershaw', 'star_id': 989460, 'character': 'Flower Girl', 'character_id': 1165}, {'star': 'Francis J. Grandon', 'star_id': 334918, 'character': ""One of Ben's Friends"", 'character_id': 1165}, {'star': 'Dell Henderson', 'star_id': 376396, 'character': ""One of Ben's Friends"", 'character_id': 1165}, {'star': 'Henry Lehrman', 'star_id': 499883, 'character': 'A Servant', 'character_id': 1165}]","[('D.W. Griffith', 428)]",7-Feb-10,USA,None | English,,,,
163,1163,1910,The Cloister's Touch (1910) ,4.3,9,"In the olden days when the common man was his feudal lord's slave, many were the outrages perpetrated upon them with no redress save that which came from the hand of Providence, and tardy ...
                    See full summary »",Short | Drama,"[('Henry B. Walthall', 910400), ('Marion Leonard', 910400), ('Edith Haldeman | See full cast & crew\xa0»', 910400)]","[('Stanner E.V. Taylor', 853193)]","[{'star': 'Henry B. Walthall', 'star_id': 910400, 'character': 'The Father', 'character_id': 1156}, {'star': 'Marion Leonard', 'star_id': 502701, 'character': 'Elsa - the Mother', 'character_id': 1156}, {'star': 'Edith Haldeman', 'star_id': 354803, 'character': 'The Child', 'character_id': 1156}, {'star': 'Arthur V. Johnson', 'star_id': 424530, 'character': 'The Duke', 'character_id': 1156}, {'star': 'Linda Arvidson', 'star_id': 38106, 'character': None, 'character_id': None}, {'star': 'Kate Bruce', 'star_id': 115524, 'character': 'The Old Woman', 'character_id': 1156}, {'star': 'Verner Clarges', 'star_id': 163559, 'character': None, 'character_id': None}, {'star': 'Charles Craig', 'star_id': 185803, 'character': 'At the Palace', 'character_id': 1156}, {'star': 'Frank Evans', 'star_id': 262757, 'character': 'At the Palace', 'character_id': 1156}, {'star': 'Francis J. Grandon', 'star_id': 334918, 'character': 'At the Palace', 'character_id': 1156}, {'star': 'Ruth Hart', 'star_id': 366511, 'character': 'At the Palace', 'character_id': 1156}, {'star': 'Dell Henderson', 'star_id': 376396, 'character': ""One of the Duke's Men"", 'character_id': 1156}, {'star': 'Henry Lehrman', 'star_id': 499883, 'character': 'At the Palace', 'character_id': 1156}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': 'Monk', 'character_id': 1156}, {'star': 'Owen Moore', 'star_id': 601698, 'character': ""One of the Duke's Men"", 'character_id': 1156}]","[('D.W. Griffith', 428)]",31-Jan-10,USA,None | English,,,,
164,1164,1910,A Cowboy's Mother-in-Law (1910) ,0,0,"Nellie Blair, the niece of a wealthy ranchman, and an orphan, comes in make her home with her uncle, and shortly after her arrival finds that the whole ""Circle A"" outfit, every manjack on ...
                    See full summary »",Comedy | Short | Western,"[(""Gilbert M. 'Broncho Billy' Anderson"", 1908), ('Gladys Field', 1908), ('Victor Potel | See full cast & crew\xa0»', 1908)]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]","[{'star': ""Gilbert M. 'Broncho Billy' Anderson"", 'star_id': 1908, 'character': 'Pete the Coyote', 'character_id': 1168}, {'star': 'Gladys Field', 'star_id': 275943, 'character': 'Nellie Blair', 'character_id': 1168}, {'star': 'Victor Potel', 'star_id': 693055, 'character': None, 'character_id': None}, {'star': 'Augustus Carney', 'star_id': 138771, 'character': 'Charlie Martin', 'character_id': 1168}, {'star': 'Harry Todd', 'star_id': 865178, 'character': None, 'character_id': None}]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]",15-Oct-10,USA,None | English,Colorado | USA,,,
165,1165,1910,The Cowboy's Sweetheart (1910) ,0,0,"The opening scene discloses the front of the village post office in a small western town. A lady, whose dress is something more elaborate than the village of Mustang usually affords, comes ...
                    See full summary »",Western | Short,"[(""Gilbert M. 'Broncho Billy' Anderson"", 1908), ('Clara Williams', 1908), (""John B. O'Brien | See full cast & crew\xa0»"", 1908)]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]","[{'star': ""Gilbert M. 'Broncho Billy' Anderson"", 'star_id': 1908, 'character': 'Jesse Farson', 'character_id': 1169}, {'star': 'Clara Williams', 'star_id': 930290, 'character': 'Jennie', 'character_id': 1169}, {'star': ""John B. O'Brien"", 'star_id': 639631, 'character': None, 'character_id': None}, {'star': 'Neva Don Carlos', 'star_id': 1397726, 'character': None, 'character_id': None}]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]",23-Apr-10,USA,None | English,Santa Barbara | California | USA,,,
166,1166,1910,The Converts (1910) ,4.5,10,"A dance hall girl is converted to a religious life by a phony evangelist. But can he, himself, be saved?",Short | Drama,"[('Linda Arvidson', 38106), ('Henry B. Walthall', 38106), ('W. Chrystie Miller | See full cast & crew\xa0»', 38106)]","[('Stanner E.V. Taylor', 853193)]","[{'star': 'Linda Arvidson', 'star_id': 38106, 'character': 'The Dance Hall Girl', 'character_id': 1161}, {'star': 'Henry B. Walthall', 'star_id': 910400, 'character': 'The False Evangelist', 'character_id': 1161}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': 'The Old Man', 'character_id': 1161}, {'star': ""Anthony O'Sullivan"", 'star_id': 642722, 'character': 'The Minister', 'character_id': 1161}, {'star': 'Kate Bruce', 'star_id': 115524, 'character': 'In Doorway', 'character_id': 1161}, {'star': 'Charles Craig', 'star_id': 185803, 'character': 'Bystander', 'character_id': 1161}, {'star': 'Robert Harron', 'star_id': 366008, 'character': 'Bystander', 'character_id': 1161}, {'star': 'Dell Henderson', 'star_id': 376396, 'character': 'In Bar', 'character_id': 1161}, {'star': 'Arthur V. Johnson', 'star_id': 424530, 'character': 'In Bar', 'character_id': 1161}, {'star': 'Marion Leonard', 'star_id': 502701, 'character': None, 'character_id': None}, {'star': 'Owen Moore', 'star_id': 601698, 'character': None, 'character_id': None}, {'star': 'George Nichols', 'star_id': 629589, 'character': 'In Bar', 'character_id': 1161}, {'star': 'Frank Opperman', 'star_id': 649211, 'character': 'Bystander', 'character_id': 1161}, {'star': 'Alfred Paget', 'star_id': 656425, 'character': 'Chauffeur', 'character_id': 1161}, {'star': 'Mack Sennett', 'star_id': 784407, 'character': 'A Friend', 'character_id': 1161}]","[('D.W. Griffith', 428)]",14-Mar-10,USA,None | English,Mission San Gabriel Arcangel - 428 S. Mission Drive | San Gabriel | California | USA,,,16
